SubjectID,DateID,GestureLabel,RepetitionNumber,CorrectLabel,Timestamp1,Timestamp2,Timestamp3,X,Y,Z,X_proj,Y_proj,Position_stand,JointName_AnkleLeft,JointName_AnkleRight,JointName_ElbowLeft,JointName_ElbowRight,JointName_FootLeft,JointName_FootRight,JointName_HandLeft,JointName_HandRight,JointName_HandTipLeft,JointName_HandTipRight,JointName_Head,JointName_HipLeft,JointName_HipRight,JointName_KneeLeft,JointName_KneeRight,JointName_Neck,JointName_ShoulderLeft,JointName_ShoulderRight,JointName_SpineBase,JointName_SpineMid,JointName_SpineShoulder,JointName_ThumbLeft,JointName_ThumbRight,JointName_WristLeft,JointName_WristRight,TrackingStatus_Inferred,TrackingStatus_Tracked
216,18,6,6,1,17683,5,203428,0.002577787,-0.1028989,2.026013,258.9065,225.5924,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,-0.002161881,0.1987802,2.016016,258.0459,170.7539,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,-0.006390828,0.4898973,1.992635,257.2581,116.3829,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,-0.01159564,0.6209151,1.984376,256.2833,91.49157,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,-0.1699177,0.3764924,1.931689,226.0611,135.2137,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,-0.1257979,0.1312686,1.816583,233.0134,180.4239,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,-0.0361159,0.05348793,1.731674,250.7874,195.6228,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
216,18,6,6,1,17683,5,203428,0.008032024,0.02525456,1.683886,260.1895,201.4536,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,0.1504288,0.3844574,1.979092,286.414,135.4604,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,0.1559972,0.1757565,1.858651,289.2704,172.2198,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,0.05589673,0.0228508,1.722331,270.347,202.088,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
216,18,6,6,1,17683,5,203428,0.03466426,0.02385218,1.691441,265.9584,201.7822,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,-0.06984881,-0.1030541,1.975194,245.4619,226.1029,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,-0.07405936,-0.4130135,2.048106,245.1326,281.1664,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,-0.07513294,-0.683865,2.090232,245.1711,327.7264,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,-0.06120301,-0.7164925,1.98202,247.0346,340.4726,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,0.07495554,-0.09899461,2.003847,272.1668,225.0855,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,0.08809279,-0.3941646,2.034352,274.3726,278.2468,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,0.07648199,-0.6789899,2.103974,271.8569,326.0718,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,0.08754741,-0.7442299,2.024265,274.4149,342.7602,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,-0.005310261,0.4186613,2.000448,257.4626,129.9294,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,0.03245726,-0.005939648,1.664478,265.5937,208.265,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,-0.01297304,0.004218057,1.643,255.5429,206.0139,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
216,18,6,6,1,17683,5,203428,0.003667977,-0.008229261,1.659561,259.2505,208.775,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17683,5,203428,0.008538722,0.04520248,1.655436,260.332,196.9378,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
216,18,6,6,1,17684,5,203462,0.002609769,-0.1027374,2.025852,258.9123,225.5646,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,-0.002219382,0.1988812,2.016032,258.0354,170.7357,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,-0.00669979,0.489994,1.992986,257.2012,116.3809,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,-0.01177962,0.6208853,1.985441,256.2503,91.55952,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,-0.1700676,0.3764029,1.931934,226.0367,135.2399,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,-0.1281826,0.1344563,1.816841,232.5342,179.7825,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,0.02844245,0.04597314,1.676738,264.6632,196.8962,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
216,18,6,6,1,17684,5,203462,0.0105655,0.03180224,1.680719,260.7459,200.0139,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,0.1501125,0.3847803,1.97907,286.3556,135.3994,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,0.1552401,0.1783525,1.857151,289.1461,171.6777,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,0.05482019,0.02770404,1.718432,270.1443,201.0407,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
216,18,6,6,1,17684,5,203462,0.03216503,0.02630897,1.68737,265.4332,201.2355,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,-0.06984727,-0.1029475,1.975153,245.4619,226.0835,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,-0.0739907,-0.4131077,2.048228,245.1457,281.1789,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,-0.07506856,-0.6838654,2.090236,245.1825,327.7262,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,-0.06120541,-0.7164829,1.982006,247.034,340.4717,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,0.07502855,-0.09877925,2.003514,272.1825,225.0491,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,0.08837204,-0.393582,2.034043,274.4254,278.1519,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,0.07708059,-0.6772419,2.104376,271.9591,325.7404,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,0.08763362,-0.7441235,2.024074,274.4322,342.7535,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,-0.005543214,0.4187727,2.000707,257.4199,129.9189,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,0.03318638,0.003276376,1.659013,265.7784,206.2313,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,-0.01554444,0.00911918,1.6415,254.9655,204.9177,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
216,18,6,6,1,17684,5,203462,0.001749139,-0.003255131,1.655118,258.8273,207.6773,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17684,5,203462,0.008929227,0.04980796,1.651,260.4239,195.8873,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
216,18,6,6,1,17685,5,203495,0.002511292,-0.1023627,2.025465,258.8946,225.5002,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
216,18,6,6,1,17685,5,203495,-0.002321217,0.1990301,2.016007,258.0169,170.7081,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
216,18,6,6,1,17685,5,203495,-0.006920672,0.4900378,1.993259,257.1605,116.3853,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17685,5,203495,-0.01190693,0.6210354,1.98635,256.2276,91.58464,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17685,5,203495,-0.1702679,0.3787647,1.934194,226.0357,134.8726,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17685,5,203495,-0.1413487,0.1412262,1.809629,229.7556,178.2966,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17685,5,203495,0.02057878,0.04986339,1.678023,262.9391,196.0533,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
216,18,6,6,1,17685,5,203495,0.008445012,0.03585561,1.673683,260.2908,199.0961,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17685,5,203495,0.1499913,0.3848022,1.978941,286.3348,135.3906,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17685,5,203495,0.1544239,0.1796912,1.854213,289.0333,171.3562,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
216,18,6,6,1,17685,5,203495,0.05249799,0.03123351,1.714155,269.6764,200.2705,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
