SubjectID,DateID,GestureLabel,RepetitionNumber,CorrectLabel,Timestamp1,Timestamp2,Timestamp3,X,Y,Z,X_proj,Y_proj,Position_wheelchair,JointName_AnkleLeft,JointName_AnkleRight,JointName_ElbowLeft,JointName_ElbowRight,JointName_FootLeft,JointName_FootRight,JointName_HandLeft,JointName_HandRight,JointName_HandTipLeft,JointName_HandTipRight,JointName_Head,JointName_HipLeft,JointName_HipRight,JointName_KneeLeft,JointName_KneeRight,JointName_Neck,JointName_ShoulderLeft,JointName_ShoulderRight,JointName_SpineBase,JointName_SpineMid,JointName_SpineShoulder,JointName_ThumbLeft,JointName_ThumbRight,JointName_WristLeft,JointName_WristRight,TrackingStatus_Inferred,TrackingStatus_Tracked
217,18,8,1,1,5632,3,193400,-0.04509784,-0.2179125,2.294662,251.2239,241.822,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,-0.03796139,0.03211689,2.302391,252.3906,201.8381,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,-0.02871149,0.2757163,2.301761,253.8581,162.9593,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,-0.02846089,0.4073186,2.232477,253.7507,139.85,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,-0.1990017,0.1884457,2.282087,226.411,176.6261,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,-0.2427923,-0.02642005,2.256481,218.928,211.2554,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,-0.1786367,-0.2003576,2.094096,227.1028,242.1029,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
217,18,8,1,1,5632,3,193400,-0.1598761,-0.2451659,2.046554,229.7336,250.9757,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,0.1290603,0.2014425,2.271214,279.3054,174.3876,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,0.1620131,-0.04948143,2.250738,284.8597,215.0249,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,0.08712533,-0.1817498,2.123245,273.5047,238.3827,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
217,18,8,1,1,5632,3,193400,0.05499966,-0.2458602,2.034406,268.37,251.3468,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,-0.123075,-0.217087,2.263958,238.476,242.1687,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,-0.0866738,-0.3817306,1.963409,242.1965,278.4941,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,-0.09386428,-0.7262006,2.003698,241.1368,340.8224,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,-0.08617428,-0.7662916,1.893709,241.6259,356.4691,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,0.03386565,-0.2126027,2.263119,263.9335,241.4456,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,0.02338994,-0.3687568,1.962261,262.8243,276.0839,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,-0.01061925,-0.7460731,1.954428,256.4323,347.9791,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,-0.0520453,-0.7866569,1.858725,248.0937,363.3326,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,-0.03119779,0.2157396,2.303852,253.468,172.5762,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,-0.151435,-0.2892993,1.979202,230.3101,260.694,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,-0.1159784,-0.2448712,2.027586,237.4248,251.3255,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
217,18,8,1,1,5632,3,193400,0.03973335,-0.2850142,1.974562,265.8344,259.9995,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
217,18,8,1,1,5632,3,193400,0.08381931,-0.2473216,2.02315,273.6592,251.8636,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
217,18,8,1,1,5633,3,193432,-0.040681,-0.2171635,2.297818,251.9396,241.654,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
217,18,8,1,1,5633,3,193432,-0.03350981,0.03250388,2.306251,253.1089,201.7851,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
217,18,8,1,1,5633,3,193432,-0.02567782,0.2757341,2.304741,254.3475,163.0135,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
