SubjectID,DateID,GestureLabel,RepetitionNumber,CorrectLabel,Position,timestamp1,timestamp2,timestamp3,jointName,trackingStatus,x,y,z,x_proj,y_proj
306,18,1,4,1,sit,35251,4,16896,SpineBase,Tracked,-0.1952878,-0.1441475,3.155139,235.7213,223.7248
306,18,1,4,1,sit,35251,4,16896,SpineMid,Tracked,-0.1915242,0.1085295,3.135383,236.0206,194.2518
306,18,1,4,1,sit,35251,4,16896,Neck,Tracked,-0.1885116,0.3563316,3.10392,236.1284,164.7823
306,18,1,4,1,sit,35251,4,16896,Head,Tracked,-0.1829169,0.4857419,3.096168,236.7185,149.2747
306,18,1,4,1,sit,35251,4,16896,ShoulderLeft,Tracked,-0.3260083,0.2443952,3.060664,219.3072,177.6198
306,18,1,4,1,sit,35251,4,16896,ElbowLeft,Tracked,-0.3874273,-0.006987551,3.045849,211.7141,207.7985
306,18,1,4,1,sit,35251,4,16896,WristLeft,Tracked,-0.4217627,-0.1994367,2.98068,206.4287,231.5499
306,18,1,4,1,sit,35251,4,16896,HandLeft,Tracked,-0.4336383,-0.2514696,2.970912,204.7733,238.0772
306,18,1,4,1,sit,35251,4,16896,ShoulderRight,Tracked,-0.03192097,0.2512209,3.117591,254.6812,177.3771
306,18,1,4,1,sit,35251,4,16896,ElbowRight,Tracked,0.0152991,0.03833108,3.100204,260.2501,202.4198
306,18,1,4,1,sit,35251,4,16896,WristRight,Tracked,-0.001634934,-0.1166497,2.964614,258.2373,221.3927
306,18,1,4,1,sit,35251,4,16896,HandRight,Inferred,-0.01757456,-0.1609942,2.922396,256.2328,227.1714
306,18,1,4,1,sit,35251,4,16896,HipLeft,Tracked,-0.2636223,-0.1409534,3.113696,227.3553,223.5759
306,18,1,4,1,sit,35251,4,16896,KneeLeft,Tracked,-0.2687633,-0.2672709,2.807576,223.2691,241.931
306,18,1,4,1,sit,35251,4,16896,AnkleLeft,Tracked,-0.2531733,-0.6043152,2.817292,225.3452,285.951
306,18,1,4,1,sit,35251,4,16896,FootLeft,Tracked,-0.2486011,-0.6641187,2.738191,224.9809,296.3382
306,18,1,4,1,sit,35251,4,16896,HipRight,Tracked,-0.1227408,-0.1441319,3.127342,244.0367,223.8689
306,18,1,4,1,sit,35251,4,16896,KneeRight,Tracked,0.01969736,-0.245496,2.8582,260.9694,238.4858
306,18,1,4,1,sit,35251,4,16896,AnkleRight,Tracked,0.0142054,-0.6049582,2.850308,260.274,285.0774
306,18,1,4,1,sit,35251,4,16896,FootRight,Tracked,0.02096103,-0.6674586,2.776803,261.2201,295.4957
306,18,1,4,1,sit,35251,4,16896,SpineShoulder,Tracked,-0.1891688,0.2950332,3.113875,236.1295,172.1602
306,18,1,4,1,sit,35251,4,16896,HandTipLeft,Tracked,-0.4339351,-0.3133106,2.933791,204.039,246.2342
306,18,1,4,1,sit,35251,4,16896,ThumbLeft,Tracked,-0.451267,-0.2229072,2.922777,201.6671,234.999
306,18,1,4,1,sit,35251,4,16896,HandTipRight,Tracked,-0.02458926,-0.213157,2.871561,255.2967,234.2009
306,18,1,4,1,sit,35251,4,16896,ThumbRight,Tracked,-0.05060645,-0.1656786,2.91588,252.0706,227.8069
