SubjectID,DateID,GestureLabel,RepetitionNumber,CorrectLabel,Position,timestamp1,timestamp2,timestamp3,jointName,trackingStatus,x,y,z,x_proj,y_proj
214,18,8,6,1,Stand-frame,6945,4,237660,SpineBase,Tracked,0.02387773,0.009821901,1.875475,263.1104,205.0345
214,18,8,6,1,Stand-frame,6945,4,237660,SpineMid,Tracked,0.0275226,0.2998497,1.788016,264.0991,145.2973
214,18,8,6,1,Stand-frame,6945,4,237660,Neck,Tracked,0.03107592,0.5769578,1.687683,265.2383,80.73074
214,18,8,6,1,Stand-frame,6945,4,237660,Head,Tracked,0.004657278,0.6929619,1.650424,259.4823,51.81761
214,18,8,6,1,Stand-frame,6945,4,237660,ShoulderLeft,Tracked,-0.1186172,0.4706581,1.667792,232.2079,102.8719
214,18,8,6,1,Stand-frame,6945,4,237660,ElbowLeft,Tracked,-0.205815,0.2332021,1.618994,211.6721,153.9651
214,18,8,6,1,Stand-frame,6945,4,237660,WristLeft,Tracked,-0.2874848,-0.00744187,1.459766,185.9796,208.8315
214,18,8,6,1,Stand-frame,6945,4,237660,HandLeft,Tracked,-0.2868722,-0.03959802,1.403947,183.2414,217.3357
214,18,8,6,1,Stand-frame,6945,4,237660,ShoulderRight,Tracked,0.1747538,0.5071344,1.659601,297.3044,94.17042
214,18,8,6,1,Stand-frame,6945,4,237660,ElbowRight,Tracked,0.1782389,0.2478706,1.62657,298.7479,150.9005
214,18,8,6,1,Stand-frame,6945,4,237660,WristRight,Tracked,0.1706065,0.05277275,1.517755,299.7242,194.1855
214,18,8,6,1,Stand-frame,6945,4,237660,HandRight,Tracked,0.1731782,-0.006324318,1.459597,302.0172,208.5472
214,18,8,6,1,Stand-frame,6945,4,237660,HipLeft,Tracked,-0.0527647,0.01555641,1.842883,247.935,203.8587
214,18,8,6,1,Stand-frame,6945,4,237660,KneeLeft,Tracked,-0.07071997,-0.3573325,1.807803,244.0448,279.6898
214,18,8,6,1,Stand-frame,6945,4,237660,AnkleLeft,Tracked,-0.0973402,-0.6844665,1.96511,240.1474,335.5812
214,18,8,6,1,Stand-frame,6945,4,237660,FootLeft,Tracked,-0.1567315,-0.7581322,1.897801,227.9251,354.5585
214,18,8,6,1,Stand-frame,6945,4,237660,HipRight,Tracked,0.09965073,0.00367509,1.833164,278.3872,206.2201
214,18,8,6,1,Stand-frame,6945,4,237660,KneeRight,Tracked,0.09349348,-0.3703742,1.945911,276.1169,276.9846
214,18,8,6,1,Stand-frame,6945,4,237660,AnkleRight,Tracked,0.06742838,-0.7087041,2.061434,270.5174,333.8993
214,18,8,6,1,Stand-frame,6945,4,237660,FootRight,Tracked,0.1017504,-0.7567397,1.941458,277.8028,350.9644
214,18,8,6,1,Stand-frame,6945,4,237660,SpineShoulder,Tracked,0.03022577,0.5096086,1.71494,264.9412,97.33916
214,18,8,6,1,Stand-frame,6945,4,237660,HandTipLeft,Tracked,-0.2868754,-0.112632,1.307257,177.6161,238.6884
214,18,8,6,1,Stand-frame,6945,4,237660,ThumbLeft,Tracked,-0.194946,-0.05064821,1.340031,204.9732,220.8467
214,18,8,6,1,Stand-frame,6945,4,237660,HandTipRight,Tracked,0.1661425,-0.06197916,1.384796,302.5128,223.3972
214,18,8,6,1,Stand-frame,6945,4,237660,ThumbRight,Tracked,0.1412586,-0.05769372,1.363,296.4996,222.5005
