SubjectID,DateID,GestureLabel,RepetitionNumber,CorrectLabel,Position,timestamp1,timestamp2,timestamp3,jointName,trackingStatus,x,y,z,x_proj,y_proj
302,18,3,10,1,stand,8959,5,70718,SpineBase,Tracked,-0.06048936,-0.08443566,2.446534,249.3677,219.619
302,18,3,10,1,stand,8959,5,70718,SpineMid,Tracked,-0.05850974,0.2166543,2.406225,249.5125,173.9
302,18,3,10,1,stand,8959,5,70718,Neck,Tracked,-0.05727383,0.5079138,2.351121,249.472,127.4295
302,18,3,10,1,stand,8959,5,70718,Head,Tracked,-0.04780772,0.6438649,2.344178,250.9206,105.6914
302,18,3,10,1,stand,8959,5,70718,ShoulderLeft,Tracked,-0.1959568,0.3716234,2.310404,227.2454,147.7974
302,18,3,10,1,stand,8959,5,70718,ElbowLeft,Tracked,-0.2473213,0.1422298,2.343574,219.6773,184.6643
302,18,3,10,1,stand,8959,5,70718,WristLeft,Tracked,-0.2675424,-0.0866475,2.392138,217.3625,220.2592
302,18,3,10,1,stand,8959,5,70718,HandLeft,Tracked,-0.2642947,-0.1291294,2.393787,217.8851,226.77
302,18,3,10,1,stand,8959,5,70718,ShoulderRight,Tracked,0.1027661,0.3747804,2.353976,274.4896,148.4227
302,18,3,10,1,stand,8959,5,70718,ElbowRight,Tracked,0.1466429,0.1422056,2.37958,281.0616,185.0183
302,18,3,10,1,stand,8959,5,70718,WristRight,Tracked,0.1654369,-0.07938726,2.412617,283.6081,219.0333
302,18,3,10,1,stand,8959,5,70718,HandRight,Tracked,0.1678123,-0.1038943,2.412241,283.9754,222.7653
302,18,3,10,1,stand,8959,5,70718,HipLeft,Tracked,-0.1274443,-0.08136843,2.406865,239.0077,219.3624
302,18,3,10,1,stand,8959,5,70718,KneeLeft,Tracked,-0.1291058,-0.3707457,2.444953,239.0282,262.6984
302,18,3,10,1,stand,8959,5,70718,AnkleLeft,Tracked,-0.1199021,-0.665651,2.45996,240.4697,306.718
302,18,3,10,1,stand,8959,5,70718,FootLeft,Tracked,-0.09498448,-0.7377461,2.393842,243.7985,320.6738
302,18,3,10,1,stand,8959,5,70718,HipRight,Tracked,0.008400947,-0.08551535,2.421266,259.7126,219.9142
302,18,3,10,1,stand,8959,5,70718,KneeRight,Tracked,-0.01724397,-0.3821278,2.466212,255.8696,263.9073
302,18,3,10,1,stand,8959,5,70718,AnkleRight,Tracked,-0.03079309,-0.675409,2.483643,253.8689,307.2083
302,18,3,10,1,stand,8959,5,70718,FootRight,Tracked,-0.02627726,-0.7320141,2.389363,254.3819,319.9913
302,18,3,10,1,stand,8959,5,70718,SpineShoulder,Tracked,-0.05761119,0.4363011,2.367116,249.4874,139.1586
302,18,3,10,1,stand,8959,5,70718,HandTipLeft,Tracked,-0.2885471,-0.190519,2.385873,213.997,236.2999
302,18,3,10,1,stand,8959,5,70718,ThumbLeft,Tracked,-0.2990053,-0.1121496,2.381438,212.3109,224.2576
302,18,3,10,1,stand,8959,5,70718,HandTipRight,Tracked,0.1686149,-0.1493319,2.432038,283.8925,229.4979
302,18,3,10,1,stand,8959,5,70718,ThumbRight,Tracked,0.1939869,-0.08569919,2.388937,288.2492,220.125
