SubjectID,DateID,GestureLabel,RepetitionNumber,CorrectLabel,Position,timestamp1,timestamp2,timestamp3,jointName,trackingStatus,x,y,z,x_proj,y_proj
201,18,2,10,2,wheelchair,4121,5,140192,SpineBase,Tracked,-0.004107384,-0.5289924,1.627921,257.5083,326.8961
201,18,2,10,2,wheelchair,4121,5,140192,SpineMid,Tracked,-0.03871818,-0.3147555,1.691401,250.0192,275.4082
201,18,2,10,2,wheelchair,4121,5,140192,Neck,Tracked,-0.07129581,-0.1053254,1.742746,243.4245,229.1376
201,18,2,10,2,wheelchair,4121,5,140192,Head,Tracked,-0.09599391,0.01371234,1.727901,238.0531,204.0437
201,18,2,10,2,wheelchair,4121,5,140192,ShoulderLeft,Tracked,-0.2268713,-0.1671104,1.674463,208.6243,243.6491
201,18,2,10,2,wheelchair,4121,5,140192,ElbowLeft,Tracked,-0.2605664,-0.2891769,1.515637,195.0863,277.2653
201,18,2,10,2,wheelchair,4121,5,140192,WristLeft,Tracked,-0.2315353,-0.3372723,1.322943,193.8624,301.024
201,18,2,10,2,wheelchair,4121,5,140192,HandLeft,Tracked,-0.1372083,-0.3480108,1.233515,217.4021,311.042
201,18,2,10,2,wheelchair,4121,5,140192,ShoulderRight,Tracked,0.1094063,-0.1445639,1.745055,281.4605,237.3745
201,18,2,10,2,wheelchair,4121,5,140192,ElbowRight,Tracked,0.2532966,-0.1953433,1.608884,316.3679,251.6303
201,18,2,10,2,wheelchair,4121,5,140192,WristRight,Tracked,0.1805368,-0.2510128,1.356402,307.4506,275.0992
201,18,2,10,2,wheelchair,4121,5,140192,HandRight,Tracked,0.1449775,-0.2166471,1.29021,299.7884,268.7453
201,18,2,10,2,wheelchair,4121,5,140192,HipLeft,Tracked,-0.07692699,-0.5238169,1.579498,240.4594,329.3882
201,18,2,10,2,wheelchair,4121,5,140192,KneeLeft,Tracked,-0.164827,-0.3944603,1.185074,207.0704,329.8914
201,18,2,10,2,wheelchair,4121,5,140192,AnkleLeft,Inferred,0.00946337,-0.6647376,1.030291,261.795,442.65
201,18,2,10,2,wheelchair,4121,5,140192,FootLeft,Inferred,0.02782923,-0.6978144,0.90312,269.4684,483.501
201,18,2,10,2,wheelchair,4121,5,140192,HipRight,Tracked,0.06884963,-0.5163821,1.621071,274.1149,324.5229
201,18,2,10,2,wheelchair,4121,5,140192,KneeRight,Tracked,0.1768281,-0.4331183,1.228843,311.5989,337.1628
201,18,2,10,2,wheelchair,4121,5,140192,AnkleRight,Inferred,0.2266291,-0.7687997,1.132473,330.926,452.8531
201,18,2,10,2,wheelchair,4121,5,140192,FootRight,Inferred,0.2405999,-0.8015378,1.00598,342.9005,488.3301
201,18,2,10,2,wheelchair,4121,5,140192,SpineShoulder,Tracked,-0.06346863,-0.1572184,1.731965,244.9851,240.284
201,18,2,10,2,wheelchair,4121,5,140192,HandTipLeft,Tracked,-0.1013972,-0.3161999,1.201104,227.3146,304.0169
201,18,2,10,2,wheelchair,4121,5,140192,ThumbLeft,Tracked,-0.09150576,-0.3985821,1.25257,231.4741,324.4126
201,18,2,10,2,wheelchair,4121,5,140192,HandTipRight,Tracked,0.1000159,-0.1894184,1.225003,288.463,263.8165
201,18,2,10,2,wheelchair,4121,5,140192,ThumbRight,Tracked,0.08849239,-0.1983799,1.22525,285,266.4982
