SubjectID,DateID,GestureLabel,RepetitionNumber,CorrectLabel,Position,timestamp1,timestamp2,timestamp3,jointName,trackingStatus,x,y,z,x_proj,y_proj
103,18,5,8,1,chair,14213,2,55130,SpineBase,Tracked,-0.009790244,-0.266806,2.941736,257.2178,240.2518
103,18,5,8,1,chair,14213,2,55130,SpineMid,Tracked,-0.005757784,0.02128015,2.96882,257.7281,204.3262
103,18,5,8,1,chair,14213,2,55130,Neck,Tracked,-0.001809626,0.3028063,2.983182,258.2169,169.6859
103,18,5,8,1,chair,14213,2,55130,Head,Tracked,0.005515683,0.4288138,2.986803,259.1182,154.1988
103,18,5,8,1,chair,14213,2,55130,ShoulderLeft,Tracked,-0.17053,0.1967203,2.97056,237.3658,182.6454
103,18,5,8,1,chair,14213,2,55130,ElbowLeft,Tracked,-0.2240662,-0.04443395,2.948228,230.5439,212.4877
103,18,5,8,1,chair,14213,2,55130,WristLeft,Tracked,-0.2432305,-0.3052531,2.910367,227.7351,245.4898
103,18,5,8,1,chair,14213,2,55130,HandLeft,Inferred,-0.2579919,-0.3874684,2.902035,225.7595,256.0368
103,18,5,8,1,chair,14213,2,55130,ShoulderRight,Tracked,0.1708247,0.1973573,2.99136,279.403,182.7364
103,18,5,8,1,chair,14213,2,55130,ElbowRight,Tracked,0.2477424,-0.06088726,2.992274,288.832,214.4253
103,18,5,8,1,chair,14213,2,55130,WristRight,Tracked,0.2947118,-0.2679925,2.934633,295.3365,240.5076
103,18,5,8,1,chair,14213,2,55130,HandRight,Tracked,0.3077424,-0.3497239,2.912942,297.2752,251.0893
103,18,5,8,1,chair,14213,2,55130,HipLeft,Tracked,-0.09781392,-0.2622926,2.901254,246.0615,240.1482
103,18,5,8,1,chair,14213,2,55130,KneeLeft,Tracked,-0.1252606,-0.2659575,2.574679,240.5723,244.8922
103,18,5,8,1,chair,14213,2,55130,AnkleLeft,Tracked,-0.1144707,-0.619776,2.663512,242.6105,292.6587
103,18,5,8,1,chair,14213,2,55130,FootLeft,Tracked,-0.1057988,-0.6709613,2.526138,243.0011,304.8645
103,18,5,8,1,chair,14213,2,55130,HipRight,Tracked,0.0794437,-0.2658086,2.907797,268.4702,240.5169
103,18,5,8,1,chair,14213,2,55130,KneeRight,Tracked,0.1822743,-0.2632757,2.598417,284.2061,244.1728
103,18,5,8,1,chair,14213,2,55130,AnkleRight,Tracked,0.1302211,-0.6126003,2.690444,276.2646,290.81
103,18,5,8,1,chair,14213,2,55130,FootRight,Tracked,0.1356746,-0.6639547,2.553039,278.0273,302.8127
103,18,5,8,1,chair,14213,2,55130,SpineShoulder,Tracked,-0.002432603,0.233126,2.981996,258.1402,178.2606
103,18,5,8,1,chair,14213,2,55130,HandTipLeft,Tracked,-0.2622784,-0.4554826,2.908806,225.2779,264.5457
103,18,5,8,1,chair,14213,2,55130,ThumbLeft,Tracked,-0.2578792,-0.4127164,2.901,225.7566,259.2626
103,18,5,8,1,chair,14213,2,55130,HandTipRight,Tracked,0.3288119,-0.4196907,2.910059,299.9983,260.0007
103,18,5,8,1,chair,14213,2,55130,ThumbRight,Tracked,0.288021,-0.3531919,2.86564,295.3857,252.2617
