SubjectID,DateID,GestureLabel,RepetitionNumber,CorrectLabel,Position,timestamp1,timestamp2,timestamp3,jointName,trackingStatus,x,y,z,x_proj,y_proj
104,18,4,2,1,stand,31796,2,49581,SpineBase,Tracked,-0.2031171,0.1090102,2.317341,226.2574,189.6841
104,18,4,2,1,stand,31796,2,49581,SpineMid,Tracked,-0.2157052,0.4410515,2.29298,223.8123,136.1535
104,18,4,2,1,stand,31796,2,49581,Neck,Tracked,-0.2267259,0.7599835,2.255931,221.3259,82.55076
104,18,4,2,1,stand,31796,2,49581,Head,Tracked,-0.206128,0.89586,2.245312,224.5191,59.5329
104,18,4,2,1,stand,31796,2,49581,ShoulderLeft,Tracked,-0.3819134,0.6195938,2.189933,194.0602,102.5105
104,18,4,2,1,stand,31796,2,49581,ElbowLeft,Tracked,-0.4436998,0.3568531,2.210967,184.4858,147.4772
104,18,4,2,1,stand,31796,2,49581,WristLeft,Tracked,-0.4254459,0.1278756,2.179187,186.5953,185.3617
104,18,4,2,1,stand,31796,2,49581,HandLeft,Tracked,-0.4055634,0.07649909,2.1844,190.1421,194.0732
104,18,4,2,1,stand,31796,2,49581,ShoulderRight,Tracked,-0.04572586,0.6454414,2.31139,251.1452,103.9917
104,18,4,2,1,stand,31796,2,49581,ElbowRight,Tracked,0.1003899,0.4346283,2.415533,273.7261,140.7743
104,18,4,2,1,stand,31796,2,49581,WristRight,Tracked,0.2748819,0.3044862,2.46856,299.3789,161.6074
104,18,4,2,1,stand,31796,2,49581,HandRight,Tracked,0.3301716,0.2453432,2.487607,307.236,170.6963
104,18,4,2,1,stand,31796,2,49581,HipLeft,Tracked,-0.2750776,0.103467,2.260653,213.7386,190.142
104,18,4,2,1,stand,31796,2,49581,KneeLeft,Tracked,-0.3108678,-0.3394749,2.365176,210.0834,259.7619
104,18,4,2,1,stand,31796,2,49581,AnkleLeft,Tracked,-0.3085169,-0.6817301,2.415254,211.3066,311.1057
104,18,4,2,1,stand,31796,2,49581,FootLeft,Tracked,-0.3008934,-0.7474879,2.304141,210.217,326.7516
104,18,4,2,1,stand,31796,2,49581,HipRight,Tracked,-0.1245288,0.1108305,2.297547,238.5466,189.251
104,18,4,2,1,stand,31796,2,49581,KneeRight,Tracked,-0.1329312,-0.3338448,2.388214,237.9829,258.3311
104,18,4,2,1,stand,31796,2,49581,AnkleRight,Tracked,-0.1338176,-0.6732807,2.443316,238.2445,308.5641
104,18,4,2,1,stand,31796,2,49581,FootRight,Tracked,-0.08662263,-0.7396988,2.347544,244.8221,323.2399
104,18,4,2,1,stand,31796,2,49581,SpineShoulder,Tracked,-0.224208,0.6820608,2.267407,221.9478,95.94447
104,18,4,2,1,stand,31796,2,49581,HandTipLeft,Tracked,-0.3963807,-0.01426416,2.205137,192.3311,209.3348
104,18,4,2,1,stand,31796,2,49581,ThumbLeft,Tracked,-0.3576697,0.06078943,2.156667,197.4638,196.5924
104,18,4,2,1,stand,31796,2,49581,HandTipRight,Tracked,0.3874236,0.1642668,2.503664,315.3337,182.8328
104,18,4,2,1,stand,31796,2,49581,ThumbRight,Tracked,0.337538,0.2323895,2.4352,309.4017,171.8692
