SubjectID,DateID,GestureLabel,RepetitionNumber,CorrectLabel,Position,timestamp1,timestamp2,timestamp3,jointName,trackingStatus,x,y,z,x_proj,y_proj
214,18,1,3,1,Stand-frame,875,4,29730,SpineBase,Tracked,0.05161397,0.01857401,1.952305,268.1392,203.4653
214,18,1,3,1,Stand-frame,875,4,29730,SpineMid,Tracked,0.05941566,0.3314952,1.898105,269.9512,142.7297
214,18,1,3,1,Stand-frame,875,4,29730,Neck,Tracked,0.06668726,0.630819,1.831502,271.8845,79.77554
214,18,1,3,1,Stand-frame,875,4,29730,Head,Tracked,0.05687519,0.7592663,1.794527,270.1501,50.62442
214,18,1,3,1,Stand-frame,875,4,29730,ShoulderLeft,Tracked,-0.08538373,0.5045028,1.788237,240.8313,102.9143
214,18,1,3,1,Stand-frame,875,4,29730,ElbowLeft,Tracked,-0.1299757,0.2282795,1.741376,231.0077,158.7765
214,18,1,3,1,Stand-frame,875,4,29730,WristLeft,Tracked,-0.2293982,0.02062405,1.623586,206.5218,202.2881
214,18,1,3,1,Stand-frame,875,4,29730,HandLeft,Tracked,-0.253588,-0.02811445,1.606129,200.4016,213.3903
214,18,1,3,1,Stand-frame,875,4,29730,ShoulderRight,Tracked,0.2275617,0.535466,1.85389,303.7359,100.371
214,18,1,3,1,Stand-frame,875,4,29730,ElbowRight,Tracked,0.2588688,0.277014,1.922422,307.9846,153.938
214,18,1,3,1,Stand-frame,875,4,29730,WristRight,Tracked,0.2984812,0.05144639,1.780794,320.068,196.3335
214,18,1,3,1,Stand-frame,875,4,29730,HandRight,Tracked,0.3029946,0.01924241,1.730597,322.8228,202.867
214,18,1,3,1,Stand-frame,875,4,29730,HipLeft,Tracked,-0.01939147,0.02053756,1.902439,254.7001,202.9953
214,18,1,3,1,Stand-frame,875,4,29730,KneeLeft,Tracked,-0.05012115,-0.3867887,2.01359,249.282,277.6254
214,18,1,3,1,Stand-frame,875,4,29730,AnkleLeft,Tracked,-0.05748606,-0.694001,2.084154,248.257,329.8857
214,18,1,3,1,Stand-frame,875,4,29730,FootLeft,Tracked,-0.09064048,-0.7474786,1.990693,241.6194,345.6659
214,18,1,3,1,Stand-frame,875,4,29730,HipRight,Tracked,0.1206725,0.01585588,1.927322,281.4171,203.9366
214,18,1,3,1,Stand-frame,875,4,29730,KneeRight,Tracked,0.1672357,-0.4346621,2.028513,288.7985,285.8616
214,18,1,3,1,Stand-frame,875,4,29730,AnkleRight,Tracked,0.2219252,-0.7010509,2.043502,298.549,333.6593
214,18,1,3,1,Stand-frame,875,4,29730,FootRight,Tracked,0.2338997,-0.7430313,1.94986,302.7608,347.7515
214,18,1,3,1,Stand-frame,875,4,29730,SpineShoulder,Tracked,0.06496392,0.5579293,1.850279,271.393,95.70838
214,18,1,3,1,Stand-frame,875,4,29730,HandTipLeft,Tracked,-0.3025324,-0.08845984,1.586284,188.2656,227.4745
214,18,1,3,1,Stand-frame,875,4,29730,ThumbLeft,Tracked,-0.1789532,-0.06850398,1.560833,216.3264,223.0769
214,18,1,3,1,Stand-frame,875,4,29730,HandTipRight,Tracked,0.296656,-0.03478755,1.6586,324.2197,214.6695
214,18,1,3,1,Stand-frame,875,4,29730,ThumbRight,Tracked,0.2922793,0.04325948,1.6998,321.6687,197.5974
