SubjectID,DateID,GestureLabel,RepetitionNumber,CorrectLabel,Position,timestamp1,timestamp2,timestamp3,jointName,trackingStatus,x,y,z,x_proj,y_proj
106,18,1,5,1,stand,51961,3,19265,SpineBase,Tracked,0.1592441,-0.02432058,2.613749,280.7981,210.3705
106,18,1,5,1,stand,51961,3,19265,SpineMid,Tracked,0.1542944,0.3011143,2.587303,280.3478,164.2008
106,18,1,5,1,stand,51961,3,19265,Neck,Tracked,0.1491729,0.6155484,2.546351,280.0233,117.8927
106,18,1,5,1,stand,51961,3,19265,Head,Tracked,0.1603062,0.7650246,2.535753,281.7654,95.63858
106,18,1,5,1,stand,51961,3,19265,ShoulderLeft,Tracked,-0.02384627,0.4948507,2.540378,254.9861,135.2886
106,18,1,5,1,stand,51961,3,19265,ElbowLeft,Tracked,-0.05798281,0.2449175,2.566312,250.1442,171.9162
106,18,1,5,1,stand,51961,3,19265,WristLeft,Tracked,-0.09382532,0.001639387,2.608334,245.2416,206.7252
106,18,1,5,1,stand,51961,3,19265,HandLeft,Tracked,-0.09873577,-0.04209313,2.631937,244.675,212.8239
106,18,1,5,1,stand,51961,3,19265,ShoulderRight,Tracked,0.328665,0.4797247,2.531925,306.2408,137.1845
106,18,1,5,1,stand,51961,3,19265,ElbowRight,Tracked,0.3823407,0.2333072,2.554249,313.4849,173.3667
106,18,1,5,1,stand,51961,3,19265,WristRight,Tracked,0.3914568,0.03438567,2.521444,315.5045,201.9432
106,18,1,5,1,stand,51961,3,19265,HandRight,Tracked,0.3733107,-0.01708884,2.522921,312.8181,209.4451
106,18,1,5,1,stand,51961,3,19265,HipLeft,Tracked,0.07833612,-0.02432498,2.578764,269.5849,210.4166
106,18,1,5,1,stand,51961,3,19265,KneeLeft,Tracked,0.02852488,-0.3180845,2.655187,262.3855,250.9568
106,18,1,5,1,stand,51961,3,19265,AnkleLeft,Tracked,-0.006420256,-0.6116129,2.706506,257.5662,290.1631
106,18,1,5,1,stand,51961,3,19265,FootLeft,Tracked,-0.03258608,-0.6748364,2.629648,253.8731,301.5245
106,18,1,5,1,stand,51961,3,19265,HipRight,Tracked,0.2354381,-0.02355715,2.571572,292.051,210.3188
106,18,1,5,1,stand,51961,3,19265,KneeRight,Tracked,0.292763,-0.3179274,2.63703,299.2542,251.2787
106,18,1,5,1,stand,51961,3,19265,AnkleRight,Tracked,0.3142594,-0.6146464,2.692782,301.4454,291.0691
106,18,1,5,1,stand,51961,3,19265,FootRight,Tracked,0.339518,-0.673609,2.607682,306.4582,302.2255
106,18,1,5,1,stand,51961,3,19265,SpineShoulder,Tracked,0.1505307,0.5385136,2.559127,280.0938,129.4895
106,18,1,5,1,stand,51961,3,19265,HandTipLeft,Tracked,-0.1077855,-0.1121577,2.647644,243.5003,222.5011
106,18,1,5,1,stand,51961,3,19265,ThumbLeft,Tracked,-0.06650208,-0.05760879,2.627385,249.153,215.0005
106,18,1,5,1,stand,51961,3,19265,HandTipRight,Tracked,0.3666061,-0.09271585,2.526012,311.778,220.4452
106,18,1,5,1,stand,51961,3,19265,ThumbRight,Tracked,0.4160185,0.006955381,2.517178,319.201,205.9399
