SubjectID,DateID,GestureLabel,RepetitionNumber,CorrectLabel,Position,timestamp1,timestamp2,timestamp3,jointName,trackingStatus,x,y,z,x_proj,y_proj
209,18,2,2,1,wheelchair,2458,1,24833,SpineBase,Tracked,0.177303,-0.4756362,2.193333,288.2088,286.8152
209,18,2,2,1,wheelchair,2458,1,24833,SpineMid,Tracked,0.1626721,-0.2453993,2.255792,284.9316,246.9204
209,18,2,2,1,wheelchair,2458,1,24833,Neck,Tracked,0.1518403,-0.01950281,2.308552,282.5782,210.0562
209,18,2,2,1,wheelchair,2458,1,24833,Head,Tracked,0.1677066,0.1119706,2.316803,285.0125,189.2142
209,18,2,2,1,wheelchair,2458,1,24833,ShoulderLeft,Tracked,-0.00697285,-0.09414247,2.206579,257.2801,222.6102
209,18,2,2,1,wheelchair,2458,1,24833,ElbowLeft,Tracked,-0.04272521,-0.2723376,2.053804,250.7967,255.6729
209,18,2,2,1,wheelchair,2458,1,24833,WristLeft,Tracked,-0.04824195,-0.3915153,1.898705,249.0887,282.8446
209,18,2,2,1,wheelchair,2458,1,24833,HandLeft,Inferred,-0.04593552,-0.4335081,1.864942,249.3684,292.5638
209,18,2,2,1,wheelchair,2458,1,24833,ShoulderRight,Tracked,0.3308143,-0.1123567,2.303492,311.2224,224.8828
209,18,2,2,1,wheelchair,2458,1,24833,ElbowRight,Tracked,0.4233094,-0.334177,2.200854,329.2959,262.8925
209,18,2,2,1,wheelchair,2458,1,24833,WristRight,Tracked,0.4658923,-0.4984913,2.031278,343.1151,297.5562
209,18,2,2,1,wheelchair,2458,1,24833,HandRight,Tracked,0.4624726,-0.5383343,1.972479,345.0335,307.7542
209,18,2,2,1,wheelchair,2458,1,24833,HipLeft,Tracked,0.08935378,-0.4667001,2.142916,273.7912,287.138
209,18,2,2,1,wheelchair,2458,1,24833,KneeLeft,Tracked,-0.06542405,-0.5029007,1.782538,244.9049,310.9944
209,18,2,2,1,wheelchair,2458,1,24833,AnkleLeft,Tracked,-0.06905781,-0.9135125,1.706581,243.528,404.2101
209,18,2,2,1,wheelchair,2458,1,24833,FootLeft,Inferred,-0.1116846,-0.9751077,1.631176,233.3183,426.2872
209,18,2,2,1,wheelchair,2458,1,24833,HipRight,Tracked,0.2612265,-0.4718001,2.187199,302.4402,286.425
209,18,2,2,1,wheelchair,2458,1,24833,KneeRight,Tracked,0.2381849,-0.5100151,1.776635,307.9153,312.8959
209,18,2,2,1,wheelchair,2458,1,24833,AnkleRight,Tracked,0.2053121,-0.9172289,1.70021,302.9007,405.5849
209,18,2,2,1,wheelchair,2458,1,24833,FootRight,Inferred,0.2345621,-0.9511735,1.572211,313.0699,428.4872
209,18,2,2,1,wheelchair,2458,1,24833,SpineShoulder,Tracked,0.1537856,-0.07549515,2.297138,283.0113,219.0183
209,18,2,2,1,wheelchair,2458,1,24833,HandTipLeft,Tracked,-0.04396602,-0.4579929,1.766964,249.2695,302.4808
209,18,2,2,1,wheelchair,2458,1,24833,ThumbLeft,Tracked,0.009621382,-0.471716,1.892303,260.3129,298.7997
209,18,2,2,1,wheelchair,2458,1,24833,HandTipRight,Tracked,0.4652293,-0.5803986,1.945178,346.7963,317.1855
209,18,2,2,1,wheelchair,2458,1,24833,ThumbRight,Tracked,0.5014246,-0.5403374,1.9842,351.7867,307.5471
