SubjectID,DateID,GestureLabel,RepetitionNumber,CorrectLabel,Position,timestamp1,timestamp2,timestamp3,jointName,trackingStatus,x,y,z,x_proj,y_proj
206,18,1,12,2,stand,2567,2,86726,SpineBase,Tracked,-0.2735997,0.04732054,2.204022,212.8399,199.0691
206,18,1,12,2,stand,2567,2,86726,SpineMid,Tracked,-0.2834671,0.3607636,2.16496,210.2464,145.6211
206,18,1,12,2,stand,2567,2,86726,Neck,Tracked,-0.2914774,0.6625496,2.113161,207.5105,91.19018
206,18,1,12,2,stand,2567,2,86726,Head,Tracked,-0.2861807,0.8138531,2.101054,208.1121,63.83217
206,18,1,12,2,stand,2567,2,86726,ShoulderLeft,Tracked,-0.4453416,0.5341727,2.10027,180.1651,113.0681
206,18,1,12,2,stand,2567,2,86726,ElbowLeft,Tracked,-0.5003535,0.3138769,2.137071,172.1176,152.8051
206,18,1,12,2,stand,2567,2,86726,WristLeft,Tracked,-0.466367,0.1409379,1.979055,171.6247,180.72
206,18,1,12,2,stand,2567,2,86726,HandLeft,Tracked,-0.4432817,0.09605068,1.928633,173.7892,188.6137
206,18,1,12,2,stand,2567,2,86726,ShoulderRight,Tracked,-0.1099643,0.5411633,2.136832,239.4749,113.6257
206,18,1,12,2,stand,2567,2,86726,ElbowRight,Tracked,-0.06773104,0.279059,2.173789,246.9928,159.7937
206,18,1,12,2,stand,2567,2,86726,WristRight,Tracked,-0.04754863,0.05081841,2.13894,250.2835,198.2388
206,18,1,12,2,stand,2567,2,86726,HandRight,Tracked,-0.06215885,-0.002179141,2.138444,247.7751,207.3297
206,18,1,12,2,stand,2567,2,86726,HipLeft,Tracked,-0.3451529,0.04463044,2.158526,199.6579,199.3549
206,18,1,12,2,stand,2567,2,86726,KneeLeft,Tracked,-0.3823823,-0.290455,2.199728,194.4463,255.5647
206,18,1,12,2,stand,2567,2,86726,AnkleLeft,Tracked,-0.4031213,-0.6524203,2.272465,192.9469,312.9506
206,18,1,12,2,stand,2567,2,86726,FootLeft,Tracked,-0.3981641,-0.7205411,2.180968,190.9988,329.0006
206,18,1,12,2,stand,2567,2,86726,HipRight,Tracked,-0.193105,0.04840989,2.176768,225.872,198.7914
206,18,1,12,2,stand,2567,2,86726,KneeRight,Tracked,-0.1668014,-0.2960981,2.256106,231.2674,255.1906
206,18,1,12,2,stand,2567,2,86726,AnkleRight,Tracked,-0.1698253,-0.6350687,2.334143,231.6112,307.2818
206,18,1,12,2,stand,2567,2,86726,FootRight,Tracked,-0.1573381,-0.6792272,2.214787,232.2241,320.128
206,18,1,12,2,stand,2567,2,86726,SpineShoulder,Tracked,-0.2897848,0.5887739,2.128252,208.1999,104.8806
206,18,1,12,2,stand,2567,2,86726,HandTipLeft,Tracked,-0.4397229,0.05927992,1.916195,173.9319,195.5631
206,18,1,12,2,stand,2567,2,86726,ThumbLeft,Tracked,-0.4195464,0.1051082,1.888857,176.648,186.4647
206,18,1,12,2,stand,2567,2,86726,HandTipRight,Tracked,-0.06158093,-0.08090712,2.144333,247.9021,220.8004
206,18,1,12,2,stand,2567,2,86726,ThumbRight,Tracked,-0.09872397,-0.01345933,2.10891,241.2625,209.2976
