SubjectID,DateID,GestureLabel,RepetitionNumber,CorrectLabel,Position,timestamp1,timestamp2,timestamp3,jointName,trackingStatus,x,y,z,x_proj,y_proj
306,18,3,4,1,sit,37029,4,87596,SpineBase,Tracked,-0.1760279,-0.1261044,3.144124,237.8922,221.6758
306,18,3,4,1,sit,37029,4,87596,SpineMid,Tracked,-0.1792175,0.1219314,3.12919,237.4199,192.6549
306,18,3,4,1,sit,37029,4,87596,Neck,Tracked,-0.1807463,0.3640088,3.102503,237.0372,163.8531
306,18,3,4,1,sit,37029,4,87596,Head,Tracked,-0.1659995,0.4888531,3.102119,238.7658,149.0182
306,18,3,4,1,sit,37029,4,87596,ShoulderLeft,Tracked,-0.3053255,0.2593403,3.045587,221.6096,175.6728
306,18,3,4,1,sit,37029,4,87596,ElbowLeft,Tracked,-0.3530748,0.008029286,2.987635,215.0348,205.9687
306,18,3,4,1,sit,37029,4,87596,WristLeft,Tracked,-0.3697478,-0.1769888,2.893321,211.4817,229.4334
306,18,3,4,1,sit,37029,4,87596,HandLeft,Tracked,-0.372451,-0.2201854,2.869813,210.7415,235.1539
306,18,3,4,1,sit,37029,4,87596,ShoulderRight,Tracked,-0.01667654,0.2508515,3.106691,256.4692,177.3171
306,18,3,4,1,sit,37029,4,87596,ElbowRight,Tracked,0.02865007,0.03542148,3.098845,261.8315,202.7623
306,18,3,4,1,sit,37029,4,87596,WristRight,Tracked,0.00524737,-0.1240356,2.969754,259.0879,222.2805
306,18,3,4,1,sit,37029,4,87596,HandRight,Inferred,-0.02167866,-0.1638589,2.928232,255.7229,227.4903
306,18,3,4,1,sit,37029,4,87596,HipLeft,Tracked,-0.2416003,-0.1226954,3.100752,229.8367,221.4816
306,18,3,4,1,sit,37029,4,87596,KneeLeft,Tracked,-0.2597165,-0.2684188,2.810801,224.4934,242.0394
306,18,3,4,1,sit,37029,4,87596,AnkleLeft,Tracked,-0.2500074,-0.6060974,2.818925,225.7779,286.1381
306,18,3,4,1,sit,37029,4,87596,FootLeft,Tracked,-0.2485062,-0.6634598,2.738389,224.9963,296.2424
306,18,3,4,1,sit,37029,4,87596,HipRight,Tracked,-0.1065297,-0.1269829,3.117761,245.9014,221.9012
306,18,3,4,1,sit,37029,4,87596,KneeRight,Tracked,0.02298329,-0.2550136,2.857882,261.3919,239.7134
306,18,3,4,1,sit,37029,4,87596,AnkleRight,Tracked,0.01239565,-0.5996308,2.853973,260.0382,284.2857
306,18,3,4,1,sit,37029,4,87596,FootRight,Tracked,0.02657972,-0.6603416,2.776277,261.9659,294.5625
306,18,3,4,1,sit,37029,4,87596,SpineShoulder,Tracked,-0.1805342,0.3043509,3.111358,237.1301,171.0315
306,18,3,4,1,sit,37029,4,87596,HandTipLeft,Tracked,-0.393096,-0.2791889,2.853448,207.7878,242.9303
306,18,3,4,1,sit,37029,4,87596,ThumbLeft,Tracked,-0.314331,-0.2252696,2.824243,217.5472,236.2619
306,18,3,4,1,sit,37029,4,87596,HandTipRight,Tracked,-0.03413741,-0.2187717,2.883459,254.0942,234.8038
306,18,3,4,1,sit,37029,4,87596,ThumbRight,Tracked,0.02240389,-0.1590504,2.899273,261.2752,227.0866
