SubjectID,DateID,GestureLabel,RepetitionNumber,CorrectLabel,Position,timestamp1,timestamp2,timestamp3,jointName,trackingStatus,x,y,z,x_proj,y_proj
307,18,2,1,1,sit,11944,5,66798,SpineBase,Tracked,-0.1474698,-0.1940887,2.747019,238.7322,232.8932
307,18,2,1,1,sit,11944,5,66798,SpineMid,Tracked,-0.1472979,0.0402042,2.709176,238.4879,201.5101
307,18,2,1,1,sit,11944,5,66798,Neck,Tracked,-0.1437708,0.2689928,2.65917,238.5835,169.8053
307,18,2,1,1,sit,11944,5,66798,Head,Tracked,-0.1336436,0.3863606,2.623879,239.7182,152.8326
307,18,2,1,1,sit,11944,5,66798,ShoulderLeft,Tracked,-0.295368,0.1720237,2.617074,216.9777,182.8082
307,18,2,1,1,sit,11944,5,66798,ElbowLeft,Tracked,-0.3299856,-0.02868002,2.61774,212.1338,210.9804
307,18,2,1,1,sit,11944,5,66798,WristLeft,Inferred,-0.2726876,-0.212548,2.495859,218.296,238.246
307,18,2,1,1,sit,11944,5,66798,HandLeft,Inferred,-0.2365775,-0.2085918,2.472355,223.2886,237.9487
307,18,2,1,1,sit,11944,5,66798,ShoulderRight,Tracked,0.008284761,0.164589,2.673066,259.577,184.3597
307,18,2,1,1,sit,11944,5,66798,ElbowRight,Tracked,0.05727338,-0.06989154,2.659447,266.3411,216.5981
307,18,2,1,1,sit,11944,5,66798,WristRight,Tracked,0.1253977,-0.2845456,2.608415,276.0967,247.0223
307,18,2,1,1,sit,11944,5,66798,HandRight,Tracked,0.1362061,-0.3662733,2.59074,277.7619,258.9156
307,18,2,1,1,sit,11944,5,66798,HipLeft,Tracked,-0.212697,-0.1922131,2.702379,229.5381,233.0739
307,18,2,1,1,sit,11944,5,66798,KneeLeft,Tracked,-0.1821973,-0.2936188,2.393477,230.4667,252.0354
307,18,2,1,1,sit,11944,5,66798,AnkleLeft,Tracked,-0.2147941,-0.6612876,2.497927,226.7346,304.566
307,18,2,1,1,sit,11944,5,66798,FootLeft,Tracked,-0.2009647,-0.7368912,2.433375,227.9635,318.7044
307,18,2,1,1,sit,11944,5,66798,HipRight,Tracked,-0.07859068,-0.1915013,2.726068,247.8581,232.7397
307,18,2,1,1,sit,11944,5,66798,KneeRight,Tracked,-0.003192836,-0.2973214,2.42033,257.955,252.0777
307,18,2,1,1,sit,11944,5,66798,AnkleRight,Tracked,-0.003459439,-0.6616675,2.505921,257.9308,304.2752
307,18,2,1,1,sit,11944,5,66798,FootRight,Tracked,0.01518801,-0.7416079,2.461965,260.7155,318.0823
307,18,2,1,1,sit,11944,5,66798,SpineShoulder,Tracked,-0.1447666,0.2126098,2.673955,238.5626,177.7637
307,18,2,1,1,sit,11944,5,66798,HandTipLeft,Tracked,-0.1889393,-0.2361745,2.406973,229.6052,242.9988
307,18,2,1,1,sit,11944,5,66798,ThumbLeft,Tracked,-0.2737534,-0.2332037,2.454921,217.4601,241.8652
307,18,2,1,1,sit,11944,5,66798,HandTipRight,Tracked,0.1506925,-0.4268985,2.58932,279.8406,267.5828
307,18,2,1,1,sit,11944,5,66798,ThumbRight,Tracked,0.1078266,-0.364407,2.578667,273.8064,258.8889
