SubjectID,DateID,GestureLabel,RepetitionNumber,CorrectLabel,Position,timestamp1,timestamp2,timestamp3,jointName,trackingStatus,x,y,z,x_proj,y_proj
207,18,3,12,2,stand,27819,0,1076809,SpineBase,Tracked,-0.005228024,-0.3510245,2.473908,257.6631,259.094
207,18,3,12,2,stand,27819,0,1076809,SpineMid,Tracked,0.04236709,-0.08641996,2.572207,264.4829,219.2829
207,18,3,12,2,stand,27819,0,1076809,Neck,Tracked,0.08843555,0.1703802,2.656421,270.6583,183.4153
207,18,3,12,2,stand,27819,0,1076809,Head,Tracked,0.1190568,0.3113402,2.628584,275.0776,163.4465
207,18,3,12,2,stand,27819,0,1076809,ShoulderLeft,Tracked,-0.09906751,0.1293994,2.630566,244.619,188.9037
207,18,3,12,2,stand,27819,0,1076809,ElbowLeft,Tracked,-0.1919136,-0.06709792,2.519006,230.4745,216.7331
207,18,3,12,2,stand,27819,0,1076809,WristLeft,Tracked,-0.09852343,-0.002505269,2.374392,243.2147,207.3429
207,18,3,12,2,stand,27819,0,1076809,HandLeft,Tracked,-0.04778096,0.005827774,2.320228,250.8845,206.0343
207,18,3,12,2,stand,27819,0,1076809,ShoulderRight,Tracked,0.2656017,0.03694013,2.637916,295.4091,201.814
207,18,3,12,2,stand,27819,0,1076809,ElbowRight,Tracked,0.2843587,-0.1781629,2.596186,298.6761,232.1657
207,18,3,12,2,stand,27819,0,1076809,WristRight,Inferred,0.2070656,-0.2500666,2.396726,290.1815,245.2896
207,18,3,12,2,stand,27819,0,1076809,HandRight,Inferred,0.1485282,-0.2486041,2.32364,281.9192,246.2556
207,18,3,12,2,stand,27819,0,1076809,HipLeft,Tracked,-0.07916076,-0.3145805,2.431957,246.481,254.4785
207,18,3,12,2,stand,27819,0,1076809,KneeLeft,Tracked,-0.1836292,-0.5042447,2.112223,226.4052,294.922
207,18,3,12,2,stand,27819,0,1076809,AnkleLeft,Tracked,-0.2297158,-0.7481923,1.822878,211.8779,358.6088
207,18,3,12,2,stand,27819,0,1076809,FootLeft,Tracked,-0.2694585,-0.7647312,1.696002,199.7722,373.4557
207,18,3,12,2,stand,27819,0,1076809,HipRight,Tracked,0.06885,-0.3768515,2.440125,268.811,263.7239
207,18,3,12,2,stand,27819,0,1076809,KneeRight,Tracked,0.2576813,-0.4556206,2.110901,303.4135,286.4766
207,18,3,12,2,stand,27819,0,1076809,AnkleRight,Tracked,0.270909,-0.7446814,2.293658,302.0521,326.8388
207,18,3,12,2,stand,27819,0,1076809,FootRight,Tracked,0.3317272,-0.7838593,2.227626,313.4531,336.9507
207,18,3,12,2,stand,27819,0,1076809,SpineShoulder,Tracked,0.07716968,0.107111,2.637841,269.1744,192.056
207,18,3,12,2,stand,27819,0,1076809,HandTipLeft,Tracked,-0.032775,0.07667433,2.289987,253.1884,194.671
207,18,3,12,2,stand,27819,0,1076809,ThumbLeft,Tracked,0.01921449,-0.02540354,2.305,261.4978,210.9991
207,18,3,12,2,stand,27819,0,1076809,HandTipRight,Tracked,0.1336642,-0.293986,2.252438,280.2457,254.917
207,18,3,12,2,stand,27819,0,1076809,ThumbRight,Tracked,0.198756,-0.2748558,2.294807,290.2692,250.9724
