SubjectID,DateID,GestureLabel,RepetitionNumber,CorrectLabel,Position,Timestamp1,Timestamp2,Timestamp3,JointName,TrackingStatus,X,Y,Z,X_proj,Y_proj
215,18,5,1,1,stand,8776,5,44066,SpineBase,Tracked,-0.3862378,0.0132187,2.151676,192.4226,204.6964
215,18,5,1,1,stand,8776,5,44066,SpineMid,Tracked,-0.4083534,0.3190156,2.095662,186.6516,150.8733
215,18,5,1,1,stand,8776,5,44066,Neck,Tracked,-0.4267578,0.613198,2.027823,180.7047,95.26043
215,18,5,1,1,stand,8776,5,44066,Head,Tracked,-0.4340899,0.7451192,2.000462,178.2641,69.33382
215,18,5,1,1,stand,8776,5,44066,ShoulderLeft,Tracked,-0.5916142,0.5008054,1.99977,149.1422,114.4348
215,18,5,1,1,stand,8776,5,44066,ElbowLeft,Tracked,-0.6807894,0.2816125,2.042672,135.3466,156.0376
215,18,5,1,1,stand,8776,5,44066,WristLeft,Tracked,-0.712876,0.08253676,1.970324,124.8055,191.4836
215,18,5,1,1,stand,8776,5,44066,HandLeft,Tracked,-0.7046758,0.005836233,1.934901,123.9244,205.8417
215,18,5,1,1,stand,8776,5,44066,ShoulderRight,Tracked,-0.2381437,0.5398116,2.078553,216.1901,111.1868
215,18,5,1,1,stand,8776,5,44066,ElbowRight,Tracked,-0.07664528,0.3450318,2.169501,245.452,148.4897
215,18,5,1,1,stand,8776,5,44066,WristRight,Tracked,0.08363557,0.2106993,2.126536,272.8816,170.5727
215,18,5,1,1,stand,8776,5,44066,HandRight,Tracked,0.1505894,0.150733,2.085593,284.9516,180.4185
215,18,5,1,1,stand,8776,5,44066,HipLeft,Tracked,-0.4595175,0.01180558,2.098043,177.8085,204.8843
215,18,5,1,1,stand,8776,5,44066,KneeLeft,Tracked,-0.4593029,-0.3557069,2.205939,181.6991,266.3875
215,18,5,1,1,stand,8776,5,44066,AnkleLeft,Tracked,-0.473561,-0.6591592,2.251296,180.7502,315.0932
215,18,5,1,1,stand,8776,5,44066,FootLeft,Tracked,-0.492016,-0.7275943,2.183323,175.1765,330.0854
215,18,5,1,1,stand,8776,5,44066,HipRight,Tracked,-0.300689,0.01362923,2.137331,206.7458,204.6127
215,18,5,1,1,stand,8776,5,44066,KneeRight,Tracked,-0.2653981,-0.3803467,2.242668,214.8876,269.371
215,18,5,1,1,stand,8776,5,44066,AnkleRight,Tracked,-0.1972235,-0.6399236,2.278316,226.5099,310.5568
215,18,5,1,1,stand,8776,5,44066,FootRight,Tracked,-0.1662023,-0.7027251,2.22144,230.8241,323.7176
215,18,5,1,1,stand,8776,5,44066,SpineShoulder,Tracked,-0.422751,0.5412056,2.046857,182.1903,109.3415
215,18,5,1,1,stand,8776,5,44066,HandTipLeft,Tracked,-0.6967811,-0.07626096,1.908297,123.5717,221.7168
215,18,5,1,1,stand,8776,5,44066,ThumbLeft,Tracked,-0.6441124,-0.01029154,1.859,130.4997,209.0
215,18,5,1,1,stand,8776,5,44066,HandTipRight,Tracked,0.2045108,0.09991357,2.075516,294.6241,189.2779
215,18,5,1,1,stand,8776,5,44066,ThumbRight,Tracked,0.1347357,0.1579733,2.0238,282.8849,178.2944
215,18,5,1,1,stand,8777,5,44101,SpineBase,Tracked,-0.385532,0.01289886,2.151232,192.5302,204.7506
215,18,5,1,1,stand,8777,5,44101,SpineMid,Tracked,-0.4067047,0.3185688,2.095347,186.932,150.9444
215,18,5,1,1,stand,8777,5,44101,Neck,Tracked,-0.4239538,0.612819,2.027925,181.2203,95.33643
215,18,5,1,1,stand,8777,5,44101,Head,Tracked,-0.4281807,0.7442875,1.999881,179.332,69.44656
215,18,5,1,1,stand,8777,5,44101,ShoulderLeft,Tracked,-0.5891769,0.5022013,2.000853,149.652,114.2276
215,18,5,1,1,stand,8777,5,44101,ElbowLeft,Tracked,-0.693966,0.2931719,2.03327,132.3676,153.6956
215,18,5,1,1,stand,8777,5,44101,WristLeft,Tracked,-0.7381216,0.104214,1.940952,117.9477,187.12
215,18,5,1,1,stand,8777,5,44101,HandLeft,Tracked,-0.7423631,0.04854496,1.896421,113.8129,197.4983
215,18,5,1,1,stand,8777,5,44101,ShoulderRight,Tracked,-0.2358395,0.5375579,2.079417,216.6178,111.6299
215,18,5,1,1,stand,8777,5,44101,ElbowRight,Tracked,-0.08134209,0.3449103,2.170249,244.6607,148.5299
215,18,5,1,1,stand,8777,5,44101,WristRight,Tracked,0.07453906,0.2063994,2.123422,271.329,171.2649
215,18,5,1,1,stand,8777,5,44101,HandRight,Tracked,0.1348612,0.144296,2.071831,282.3377,181.3858
215,18,5,1,1,stand,8777,5,44101,HipLeft,Tracked,-0.4592365,0.01174851,2.097528,177.8382,204.8938
215,18,5,1,1,stand,8777,5,44101,KneeLeft,Tracked,-0.4598802,-0.3557274,2.205676,181.593,266.3983
215,18,5,1,1,stand,8777,5,44101,AnkleLeft,Tracked,-0.4735854,-0.6592206,2.25113,180.7404,315.1114
215,18,5,1,1,stand,8777,5,44101,FootLeft,Tracked,-0.4921949,-0.7278363,2.18351,175.1533,330.1159
215,18,5,1,1,stand,8777,5,44101,HipRight,Tracked,-0.2993019,0.01298696,2.136945,206.9757,204.7227
215,18,5,1,1,stand,8777,5,44101,KneeRight,Tracked,-0.2651852,-0.379897,2.242298,214.9155,269.3072
215,18,5,1,1,stand,8777,5,44101,AnkleRight,Tracked,-0.1966918,-0.6407828,2.278614,226.6,310.683
215,18,5,1,1,stand,8777,5,44101,FootRight,Tracked,-0.1661793,-0.70259,2.221401,230.8275,323.6971
215,18,5,1,1,stand,8777,5,44101,SpineShoulder,Tracked,-0.4202385,0.540801,2.046813,182.6432,109.4141
215,18,5,1,1,stand,8777,5,44101,HandTipLeft,Tracked,-0.7452666,-0.04405867,1.851852,109.744,215.7464
215,18,5,1,1,stand,8777,5,44101,ThumbLeft,Tracked,-0.7105725,0.01271883,1.832583,115.1889,204.3917
215,18,5,1,1,stand,8777,5,44101,HandTipRight,Tracked,0.1896781,0.09165466,2.049894,292.4152,190.5384
215,18,5,1,1,stand,8777,5,44101,ThumbRight,Tracked,0.1037292,0.1511493,2.005429,277.4285,179.2861
215,18,5,1,1,stand,8778,5,44135,SpineBase,Tracked,-0.3853471,0.0129243,2.15098,192.5541,204.746
215,18,5,1,1,stand,8778,5,44135,SpineMid,Tracked,-0.405459,0.3184849,2.095184,187.1464,150.9555
215,18,5,1,1,stand,8778,5,44135,Neck,Tracked,-0.4208181,0.6126363,2.028253,181.8049,95.38923
215,18,5,1,1,stand,8778,5,44135,Head,Tracked,-0.4228624,0.743935,1.999689,180.3066,69.49773
215,18,5,1,1,stand,8778,5,44135,ShoulderLeft,Tracked,-0.5868534,0.5054457,2.002091,150.1481,113.6863
215,18,5,1,1,stand,8778,5,44135,ElbowLeft,Tracked,-0.701288,0.300992,2.02709,130.6402,152.1045
215,18,5,1,1,stand,8778,5,44135,WristLeft,Tracked,-0.7758098,0.131052,1.918429,109.0186,181.7152
215,18,5,1,1,stand,8778,5,44135,HandLeft,Tracked,-0.7781947,0.07477927,1.848695,102.9053,192.01
215,18,5,1,1,stand,8778,5,44135,ShoulderRight,Tracked,-0.2337922,0.5370058,2.080368,217.0006,111.7731
215,18,5,1,1,stand,8778,5,44135,ElbowRight,Tracked,-0.08700673,0.3466105,2.171504,243.7092,148.2741
215,18,5,1,1,stand,8778,5,44135,WristRight,Tracked,0.06567335,0.2059902,2.119435,269.8171,171.2694
215,18,5,1,1,stand,8778,5,44135,HandRight,Tracked,0.1221424,0.1435045,2.056027,280.249,181.332
215,18,5,1,1,stand,8778,5,44135,HipLeft,Tracked,-0.4592163,0.01198398,2.097105,177.8254,204.852
215,18,5,1,1,stand,8778,5,44135,KneeLeft,Tracked,-0.4617878,-0.3541143,2.204751,181.2411,266.1542
215,18,5,1,1,stand,8778,5,44135,AnkleLeft,Tracked,-0.4738125,-0.6591402,2.250921,180.6959,315.1083
215,18,5,1,1,stand,8778,5,44135,FootLeft,Tracked,-0.4921544,-0.7274739,2.182265,175.1127,330.1248
215,18,5,1,1,stand,8778,5,44135,HipRight,Tracked,-0.2989163,0.01288202,2.136732,207.037,204.7406
215,18,5,1,1,stand,8778,5,44135,KneeRight,Tracked,-0.2667166,-0.377271,2.241045,214.6402,268.9101
215,18,5,1,1,stand,8778,5,44135,AnkleRight,Tracked,-0.1954175,-0.6414621,2.279689,226.8212,310.744
215,18,5,1,1,stand,8778,5,44135,FootRight,Tracked,-0.1660494,-0.7032811,2.22181,230.854,323.7909
215,18,5,1,1,stand,8778,5,44135,SpineShoulder,Tracked,-0.4176217,0.5406474,2.046968,183.1221,109.4508
215,18,5,1,1,stand,8778,5,44135,HandTipLeft,Tracked,-0.7861555,0.01972917,1.799186,96.99977,202.9043
215,18,5,1,1,stand,8778,5,44135,ThumbLeft,Tracked,-0.734289,0.05890854,1.78275,106.2514,194.7465
215,18,5,1,1,stand,8778,5,44135,HandTipRight,Tracked,0.1759385,0.08804633,2.028291,290.2869,191.0182
215,18,5,1,1,stand,8778,5,44135,ThumbRight,Tracked,0.08985919,0.1505644,2.003091,274.9077,179.3626
215,18,5,1,1,stand,8779,5,44167,SpineBase,Tracked,-0.3849334,0.01298075,2.15091,192.623,204.7363
215,18,5,1,1,stand,8779,5,44167,SpineMid,Tracked,-0.4035292,0.3182807,2.095227,187.4886,150.9937
215,18,5,1,1,stand,8779,5,44167,Neck,Tracked,-0.4172098,0.6120892,2.028527,182.4735,95.50575
215,18,5,1,1,stand,8779,5,44167,Head,Tracked,-0.4177578,0.743705,1.999573,181.245,69.53171
215,18,5,1,1,stand,8779,5,44167,ShoulderLeft,Tracked,-0.5845864,0.507923,2.002637,150.596,113.2549
